Response_ID,Age,Gender,Income,Occupation,Gym_Days_Per_Week,Workout_Type,Gym_Duration_Years,Hist_Foot_Infection,Forgetting_Freq,Primary_Pain_Point,Prev_Foot_Care,Hygiene_Score,Skin_Sensitivity,Imp_Material,Imp_Antibacterial,Imp_Antimicrobial,Imp_Price,Imp_Lifestyle_Fit,Imp_Brand,Monthly_Activewear_Spend,WTP_Disposable_Socks,Max_WTP_Per_Pair,Subscription_Interest,Eco_Trend_Score,Vendor_Trust_Score,QC_Score,Preferred_Pack,Primary_Purchase_Driver,Brand_Stigma,Open_Ended_Reason,Owns_Gym_Bag,Owns_Shaker_Bottle,Buys_Sweat_Towel,Buys_Body_Wipes,Buys_Deodorant_Sticks,Interested_Disposable_Underwear,Uses_Foot_Powder_Insert,Buys_Blister_Plasters,Uses_Muscle_Recovery_Balm,Products_Purchased_Together,Recency_Days,Frequency_Purchases_6M,Monetary_Spend_6M
332,23,Female,30k-50k,Student,4,Yoga,2,No,2,Tightness,1,8,Normal,4,3,5,3,5,5,278.98,1,15-25,4,4,2,4,Pack_5,Brand,No,"I research everything and want transparent, antibacterial bamboo.",Yes,No,Yes,Yes,Yes,No,Yes,Yes,No,Disposable_Socks; Gym_Bag; Sweat_Towel; Body_Wipes; Deodorant_Sticks; Foot_Powder_Insert; Blister_Plasters,41,5,261.8
333,33,Female,50k-100k,Corporate,2,Cardio,2,Yes,5,Odor,0,6,0,4,3,4,5,2,2,197.61,1,15-25,3,2,4,3,Single,Convenience,Yes,I constantly forget my gym gear and need 10-minute delivery.,No,Yes,No,Yes,No,Yes,Yes,Yes,No,Disposable_Socks; Shaker_Bottle; Body_Wipes; Disposable_Underwear; Foot_Powder_Insert; Blister_Plasters,43,3,177.86
334,37,Male,100k+,Corporate,4,Cardio,2,Yes,5,Odor,0,7,0,3,2,5,5,2,2,246.7,1,25-35,2,2,5,5,Single,Convenience,Yes,I constantly forget my gym gear and need 10-minute delivery.,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Disposable_Socks; Gym_Bag; Shaker_Bottle; Sweat_Towel; Body_Wipes; Deodorant_Sticks; Disposable_Underwear; Foot_Powder_Insert; Blister_Plasters,32,3,201.58
335,19,Female,Under_30k,Student,3,Pilates,2,No,2,Tightness,1,9,Sensitive,4,3,5,4,4,4,271.11,1,25-35,2,4,1,4,Pack_5,Brand,No,"I research everything and want transparent, antibacterial bamboo.",Yes,No,Yes,No,Yes,No,No,No,Yes,Disposable_Socks; Gym_Bag; Sweat_Towel; Deodorant_Sticks; Muscle_Recovery_Balm,49,2,193.27
336,33,Female,100k+,Entrepreneur,3,Pilates,2,Yes,1,Blisters,Yes,7,Sensitive,5,2,4,4,3,5,321.16,1,35+,4,4,4,2,Pack_5,Eco_Friendly,No,I prefer sustainable materials and high-end aesthetics.,No,No,No,Yes,Yes,No,Yes,No,No,Disposable_Socks; Body_Wipes; Deodorant_Sticks; Foot_Powder_Insert,31,3,305.1
337,18,Male,30k-50k,Student,3,Yoga,2,Yes,2,Tightness,1,8,Sensitive,5,4,4,4,4,5,280.8,1,25-35,3,5,3,3,Pack_5,Brand,No,"I research everything and want transparent, antibacterial bamboo.",No,Yes,Yes,No,No,No,No,No,No,Disposable_Socks; Shaker_Bottle; Sweat_Towel,48,4,249.43
338,21,Male,Under_30k,Blue_Collar,4,Weights,3,No,3,Blisters,0,6,0,4,5,2,2,4,2,148.59,0,Under_15,2,2,2,2,Pack_30,Price,Unsure,"I need cheap, durable socks for heavy daily lifting.",No,No,No,No,No,No,No,Yes,Yes,Blister_Plasters; Muscle_Recovery_Balm,35,1,79.27
339,21,Male,Under_30k,Student,5,Yoga,2,Yes,4,Tightness,1,9,Sensitive,4,3,5,4,5,5,255.72,1,15-25,2,4,3,4,Pack_5,Brand,No,"I research everything and want transparent, antibacterial bamboo.",No,No,Yes,Yes,Yes,Yes,Yes,No,Yes,Disposable_Socks; Sweat_Towel; Body_Wipes; Deodorant_Sticks; Disposable_Underwear; Foot_Powder_Insert; Muscle_Recovery_Balm,38,4,193.55
340,29,Male,50k-100k,Corporate,3,Cardio,2,Yes,5,Odor,0,7,0,3,4,5,4,3,2,211.15,1,25-35,2,2,4,4,Single,Convenience,Yes,I constantly forget my gym gear and need 10-minute delivery.,Yes,No,Yes,Yes,Yes,Yes,No,No,No,Disposable_Socks; Gym_Bag; Sweat_Towel; Body_Wipes; Deodorant_Sticks; Disposable_Underwear,46,4,208.11
341,29,Female,50k-100k,Corporate,4,Cardio,2,Yes,4,Odor,0,7,0,3,3,4,4,3,3,188.82,1,15-25,2,3,5,4,Single,Convenience,Yes,I constantly forget my gym gear and need 10-minute delivery.,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Disposable_Socks; Shaker_Bottle; Sweat_Towel; Body_Wipes; Deodorant_Sticks; Disposable_Underwear; Foot_Powder_Insert; Blister_Plasters,57,4,192.5
342,33,Female,100k+,Corporate,3,Yoga,2,Yes,2,Blisters,Yes,8,Normal,4,2,3,3,4,5,411.35,1,35+,3,4,4,2,Pack_5,Eco_Friendly,No,I prefer sustainable materials and high-end aesthetics.,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Disposable_Socks; Shaker_Bottle; Sweat_Towel; Body_Wipes; Deodorant_Sticks; Disposable_Underwear; Foot_Powder_Insert; Blister_Plasters,36,3,335.14
343,16,Non-binary,Under_30k,Student,7,Yoga,2,Yes,2,Tightness,1,8,Normal,4,4,4,4,4,4,193.72,1,15-25,3,4,1,4,Pack_5,Brand,No,"I research everything and want transparent, antibacterial bamboo.",Yes,No,Yes,No,Yes,No,Yes,Yes,No,Disposable_Socks; Gym_Bag; Sweat_Towel; Deodorant_Sticks; Foot_Powder_Insert; Blister_Plasters,18,7,243.6
344,27,Female,50k-100k,Corporate,2,Cardio,2,Yes,5,Odor,0,6,0,3,4,5,4,2,2,227.52,1,15-25,2,2,4,5,Single,Convenience,Yes,I constantly forget my gym gear and need 10-minute delivery.,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Disposable_Socks; Gym_Bag; Shaker_Bottle; Body_Wipes; Deodorant_Sticks; Disposable_Underwear; Foot_Powder_Insert; Blister_Plasters; Muscle_Recovery_Balm,45,1,142.45
345,24,Male,30k-50k,Student,7,Weights,3,No,2,Blisters,0,6,0,4,4,3,1,4,2,114.82,0,Under_15,2,2,2,2,Pack_30,Price,Unsure,"I need cheap, durable socks for heavy daily lifting.",No,Yes,No,Yes,No,No,No,Yes,Yes,Shaker_Bottle; Body_Wipes; Blister_Plasters; Muscle_Recovery_Balm,26,4,112.73
346,32,Female,100k+,Corporate,4,Yoga,2,Yes,1,Blisters,No,8,Normal,5,2,5,3,3,5,343.49,1,25-35,4,5,4,3,Pack_5,Eco_Friendly,No,I prefer sustainable materials and high-end aesthetics.,Yes,No,No,Yes,Yes,Yes,No,Yes,No,Disposable_Socks; Gym_Bag; Body_Wipes; Deodorant_Sticks; Disposable_Underwear; Blister_Plasters,34,6,374.4
347,34,Female,100k+,Corporate,5,Pilates,2,Yes,2,Odor,No,8,Sensitive,4,3,3,3,4,4,345.51,1,35+,5,5,3,2,Pack_5,Eco_Friendly,No,I prefer sustainable materials and high-end aesthetics.,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Disposable_Socks; Gym_Bag; Shaker_Bottle; Sweat_Towel; Body_Wipes; Deodorant_Sticks; Foot_Powder_Insert; Blister_Plasters; Muscle_Recovery_Balm,36,8,492.65
348,36,Female,100k+,Entrepreneur,3,Pilates,2,No,1,Blisters,Yes,8,Normal,4,3,3,3,4,4,310.76,1,35+,4,5,3,3,Pack_5,Eco_Friendly,No,I prefer sustainable materials and high-end aesthetics.,No,Yes,Yes,Yes,Yes,No,No,Yes,No,Disposable_Socks; Shaker_Bottle; Sweat_Towel; Body_Wipes; Deodorant_Sticks; Blister_Plasters,49,2,230.27
349,32,Male,100k+,Corporate,2,Yoga,2,No,2,Odor,Yes,7,Normal,4,3,4,4,4,4,443.66,1,25-35,5,4,4,2,Pack_5,Eco_Friendly,No,I prefer sustainable materials and high-end aesthetics.,No,No,Yes,Yes,Yes,Yes,Yes,No,No,Disposable_Socks; Sweat_Towel; Body_Wipes; Deodorant_Sticks; Disposable_Underwear; Foot_Powder_Insert,58,4,326.47
350,32,Male,100k+,Entrepreneur,6,Yoga,2,Yes,2,Odor,Yes,8,Sensitive,4,3,4,3,3,4,334.54,1,25-35,4,5,3,1,Pack_5,Eco_Friendly,No,I prefer sustainable materials and high-end aesthetics.,No,Yes,Yes,Yes,No,Yes,Yes,No,No,Disposable_Socks; Shaker_Bottle; Sweat_Towel; Body_Wipes; Disposable_Underwear; Foot_Powder_Insert,25,8,423.5
351,32,Male,100k+,Corporate,4,Pilates,2,Yes,1,Odor,No,8,Normal,4,2,3,4,4,5,353.22,1,25-35,2,4,4,3,Pack_5,Eco_Friendly,No,I prefer sustainable materials and high-end aesthetics.,No,No,No,Yes,Yes,No,Yes,Yes,No,Disposable_Socks; Body_Wipes; Deodorant_Sticks; Foot_Powder_Insert; Blister_Plasters,64,3,258.89
352,26,Male,Under_30k,Blue_Collar,6,Weights,3,No,2,Blisters,0,3,0,3,5,3,2,3,1,128.78,0,Under_15,2,1,1,1,Pack_30,Price,Unsure,"I need cheap, durable socks for heavy daily lifting.",Yes,No,Yes,No,No,No,No,No,Yes,Gym_Bag; Sweat_Towel; Muscle_Recovery_Balm,55,3,71.97
353,33,Female,100k+,Entrepreneur,4,Yoga,2,Yes,2,Odor,No,7,Sensitive,4,3,3,4,3,4,359.7,1,35+,5,5,4,2,Pack_5,Eco_Friendly,No,I prefer sustainable materials and high-end aesthetics.,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,Disposable_Socks; Gym_Bag; Shaker_Bottle; Sweat_Towel; Body_Wipes; Deodorant_Sticks; Disposable_Underwear; Foot_Powder_Insert,35,6,415.82
354,27,Female,100k+,Entrepreneur,4,Yoga,2,Yes,1,Odor,Yes,7,Sensitive,5,3,4,3,4,5,366.44,1,25-35,4,4,4,3,Pack_5,Eco_Friendly,No,I prefer sustainable materials and high-end aesthetics.,Yes,No,No,Yes,Yes,Yes,Yes,No,No,Disposable_Socks; Gym_Bag; Body_Wipes; Deodorant_Sticks; Disposable_Underwear; Foot_Powder_Insert,20,4,303.59
355,31,Male,100k+,Corporate,1,Cardio,2,Yes,5,Odor,0,6,0,4,4,5,4,3,2,228.88,1,25-35,1,2,5,5,Single,Convenience,Yes,I constantly forget my gym gear and need 10-minute delivery.,No,Yes,No,No,No,Yes,No,Yes,No,Disposable_Socks; Shaker_Bottle; Disposable_Underwear; Blister_Plasters,56,1,156.93
356,27,Male,100k+,Corporate,2,Cardio,2,Yes,5,Odor,0,6,0,4,3,4,5,2,2,126.14,1,15-25,2,3,5,5,Single,Convenience,Yes,I constantly forget my gym gear and need 10-minute delivery.,Yes,No,Yes,No,No,Yes,Yes,Yes,No,Disposable_Socks; Gym_Bag; Sweat_Towel; Disposable_Underwear; Foot_Powder_Insert; Blister_Plasters,51,2,118.13
357,25,Male,100k+,Corporate,1,Cardio,2,Yes,4,Odor,0,6,0,5,2,5,4,2,2,217.27,1,25-35,3,2,5,5,Single,Convenience,Yes,I constantly forget my gym gear and need 10-minute delivery.,Yes,No,No,No,Yes,Yes,Yes,No,No,Disposable_Socks; Gym_Bag; Deodorant_Sticks; Disposable_Underwear; Foot_Powder_Insert,34,0,97.67
358,27,Female,50k-100k,Corporate,4,Cardio,2,Yes,5,Odor,0,7,0,4,3,5,5,2,2,175.67,1,25-35,3,3,5,5,Single,Convenience,Yes,I constantly forget my gym gear and need 10-minute delivery.,No,Yes,Yes,Yes,Yes,Yes,Yes,No,No,Disposable_Socks; Shaker_Bottle; Sweat_Towel; Body_Wipes; Deodorant_Sticks; Disposable_Underwear; Foot_Powder_Insert,41,4,195.83
359,19,Non-binary,Under_30k,Student,3,Pilates,2,Yes,5,Tightness,1,8,Sensitive,4,3,5,3,4,5,256.35,1,15-25,5,4,2,4,Pack_5,Brand,No,"I research everything and want transparent, antibacterial bamboo.",Yes,Yes,No,No,Yes,Yes,No,No,No,Disposable_Socks; Gym_Bag; Shaker_Bottle; Deodorant_Sticks; Disposable_Underwear,39,4,203.25
360,29,Female,50k-100k,Corporate,1,Cardio,2,Yes,5,Odor,0,6,0,3,3,4,4,2,3,192.18,1,25-35,2,3,5,5,Single,Convenience,Yes,I constantly forget my gym gear and need 10-minute delivery.,No,No,Yes,Yes,Yes,Yes,No,Yes,No,Disposable_Socks; Sweat_Towel; Body_Wipes; Deodorant_Sticks; Disposable_Underwear; Blister_Plasters,48,2,137.92
361,21,Male,30k-50k,Student,4,Pilates,2,No,2,Tightness,1,9,Sensitive,5,4,4,3,5,5,268.99,1,15-25,4,5,3,4,Pack_5,Brand,No,"I research everything and want transparent, antibacterial bamboo.",No,Yes,Yes,Yes,Yes,Yes,No,Yes,No,Disposable_Socks; Shaker_Bottle; Sweat_Towel; Body_Wipes; Deodorant_Sticks; Disposable_Underwear; Blister_Plasters,44,7,272.85
362,16,Male,30k-50k,Blue_Collar,5,Weights,3,Yes,4,Blisters,0,3,0,3,5,2,1,4,2,121.77,0,Under_15,2,1,2,2,Pack_30,Price,Unsure,"I need cheap, durable socks for heavy daily lifting.",Yes,No,No,No,No,Yes,Yes,Yes,No,Gym_Bag; Disposable_Underwear; Foot_Powder_Insert; Blister_Plasters,51,3,97.8
363,35,Male,100k+,Entrepreneur,3,Yoga,2,Yes,2,Odor,Yes,9,Normal,4,2,3,4,4,4,370.67,1,25-35,5,5,3,4,Pack_5,Eco_Friendly,No,I prefer sustainable materials and high-end aesthetics.,Yes,No,Yes,Yes,Yes,No,Yes,No,No,Disposable_Socks; Gym_Bag; Sweat_Towel; Body_Wipes; Deodorant_Sticks; Foot_Powder_Insert,37,4,305.98
364,25,Male,30k-50k,Student,6,Weights,3,No,5,Blisters,0,5,0,3,4,3,2,5,2,74.91,0,Under_15,3,1,2,2,Pack_30,Price,Unsure,"I need cheap, durable socks for heavy daily lifting.",Yes,Yes,Yes,No,No,Yes,No,Yes,No,Gym_Bag; Shaker_Bottle; Sweat_Towel; Disposable_Underwear; Blister_Plasters,39,4,53.25
365,33,Female,50k-100k,Corporate,1,Cardio,2,No,3,Odor,0,6,0,4,4,5,5,2,3,194.33,1,15-25,3,3,4,4,Single,Convenience,Yes,I constantly forget my gym gear and need 10-minute delivery.,Yes,No,Yes,Yes,No,Yes,Yes,No,Yes,Disposable_Socks; Gym_Bag; Sweat_Towel; Body_Wipes; Disposable_Underwear; Foot_Powder_Insert; Muscle_Recovery_Balm,47,2,119.28
366,39,Female,50k-100k,Corporate,3,Yoga,2,Yes,1,Blisters,No,6,Normal,5,3,3,4,3,5,259.84,1,25-35,2,5,4,2,Pack_5,Eco_Friendly,No,I prefer sustainable materials and high-end aesthetics.,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Disposable_Socks; Gym_Bag; Shaker_Bottle; Sweat_Towel; Body_Wipes; Deodorant_Sticks; Disposable_Underwear; Foot_Powder_Insert; Blister_Plasters; Muscle_Recovery_Balm,40,4,269.21
367,24,Male,50k-100k,Corporate,2,Cardio,2,No,4,Odor,0,8,0,4,3,5,4,3,2,237.71,1,25-35,3,2,5,5,Single,Convenience,Yes,I constantly forget my gym gear and need 10-minute delivery.,No,No,No,Yes,Yes,Yes,No,No,No,Disposable_Socks; Body_Wipes; Deodorant_Sticks; Disposable_Underwear,49,1,133.65
368,20,Male,30k-50k,Blue_Collar,6,Weights,3,Yes,4,Blisters,0,6,0,4,5,2,2,4,2,107.07,0,15-25,2,1,2,3,Pack_30,Price,Unsure,"I need cheap, durable socks for heavy daily lifting.",Yes,No,Yes,No,Yes,Yes,Yes,Yes,Yes,Gym_Bag; Sweat_Towel; Deodorant_Sticks; Disposable_Underwear; Foot_Powder_Insert; Blister_Plasters; Muscle_Recovery_Balm,43,2,104.61
369,21,Non-binary,Under_30k,Student,4,Yoga,2,Yes,1,Tightness,1,9,Sensitive,4,4,4,3,5,4,187.72,1,25-35,4,4,2,4,Pack_5,Brand,No,"I research everything and want transparent, antibacterial bamboo.",Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Disposable_Socks; Gym_Bag; Shaker_Bottle; Sweat_Towel; Body_Wipes; Deodorant_Sticks; Disposable_Underwear; Foot_Powder_Insert; Muscle_Recovery_Balm,34,2,163.34
370,34,Male,50k-100k,Corporate,2,Cardio,2,No,5,Odor,0,5,0,3,3,4,4,2,2,265.19,1,15-25,2,3,5,5,Single,Convenience,Yes,I constantly forget my gym gear and need 10-minute delivery.,No,No,No,Yes,Yes,Yes,No,Yes,No,Disposable_Socks; Body_Wipes; Deodorant_Sticks; Disposable_Underwear; Blister_Plasters,33,3,187.76
371,27,Female,30k-50k,Student,4,Weights,3,Yes,5,Blisters,0,7,0,3,4,2,2,3,2,142.07,0,Under_15,3,2,2,2,Pack_30,Price,Unsure,"I need cheap, durable socks for heavy daily lifting.",Yes,No,Yes,No,No,Yes,No,Yes,Yes,Gym_Bag; Sweat_Towel; Disposable_Underwear; Blister_Plasters; Muscle_Recovery_Balm,49,2,76.08
372,32,Female,50k-100k,Corporate,1,Cardio,2,Yes,4,Odor,0,6,0,3,3,5,4,2,2,225.33,1,25-35,3,3,4,4,Single,Convenience,Yes,I constantly forget my gym gear and need 10-minute delivery.,No,No,No,No,Yes,No,Yes,No,No,Disposable_Socks; Deodorant_Sticks; Foot_Powder_Insert,40,1,145.82
373,16,Female,Under_30k,Student,4,Yoga,2,Yes,3,Tightness,1,8,Normal,5,3,5,4,5,5,192.93,1,15-25,4,5,2,4,Pack_5,Brand,No,"I research everything and want transparent, antibacterial bamboo.",Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,Disposable_Socks; Gym_Bag; Shaker_Bottle; Sweat_Towel; Body_Wipes; Deodorant_Sticks; Disposable_Underwear; Foot_Powder_Insert,40,4,163.17
374,20,Male,Under_30k,Student,2,Pilates,2,Yes,2,Tightness,1,10,Sensitive,5,4,4,2,5,4,240.77,1,25-35,5,5,2,3,Pack_5,Brand,No,"I research everything and want transparent, antibacterial bamboo.",Yes,No,Yes,Yes,No,Yes,Yes,No,Yes,Disposable_Socks; Gym_Bag; Sweat_Towel; Body_Wipes; Disposable_Underwear; Foot_Powder_Insert; Muscle_Recovery_Balm,59,3,207.75
375,21,Female,Under_30k,Student,4,Pilates,2,No,2,Tightness,1,9,Sensitive,5,4,5,4,5,4,172.34,1,15-25,1,5,3,2,Pack_5,Brand,No,"I research everything and want transparent, antibacterial bamboo.",Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Disposable_Socks; Gym_Bag; Shaker_Bottle; Sweat_Towel; Body_Wipes; Deodorant_Sticks; Disposable_Underwear; Foot_Powder_Insert; Muscle_Recovery_Balm,45,2,127.76
376,31,Male,100k+,Corporate,3,Yoga,2,Yes,2,Blisters,No,9,Normal,5,3,4,4,2,5,303.63,1,25-35,4,4,3,3,Pack_5,Eco_Friendly,No,I prefer sustainable materials and high-end aesthetics.,No,Yes,No,Yes,No,No,No,Yes,No,Disposable_Socks; Shaker_Bottle; Body_Wipes; Blister_Plasters,33,3,231.06
377,26,Female,50k-100k,Corporate,2,Cardio,2,No,5,Odor,0,7,0,4,4,5,5,3,2,164.09,1,25-35,2,3,4,4,Single,Convenience,Yes,I constantly forget my gym gear and need 10-minute delivery.,Yes,No,No,Yes,No,Yes,Yes,No,Yes,Disposable_Socks; Gym_Bag; Body_Wipes; Disposable_Underwear; Foot_Powder_Insert; Muscle_Recovery_Balm,39,2,138.64
378,18,Male,Under_30k,Blue_Collar,5,Weights,3,No,4,Blisters,0,4,0,4,4,3,1,3,1,107.52,0,15-25,1,1,2,2,Pack_30,Price,Unsure,"I need cheap, durable socks for heavy daily lifting.",No,No,Yes,No,No,No,Yes,Yes,Yes,Sweat_Towel; Foot_Powder_Insert; Blister_Plasters; Muscle_Recovery_Balm,54,3,109.13
379,29,Female,100k+,Corporate,3,Cardio,2,Yes,4,Odor,0,6,0,4,3,4,4,3,2,203.37,1,25-35,3,2,5,4,Single,Convenience,Yes,I constantly forget my gym gear and need 10-minute delivery.,Yes,Yes,No,Yes,Yes,Yes,No,Yes,No,Disposable_Socks; Gym_Bag; Shaker_Bottle; Body_Wipes; Deodorant_Sticks; Disposable_Underwear; Blister_Plasters,45,4,203.15
380,29,Female,30k-50k,Blue_Collar,5,Weights,3,Yes,3,Blisters,0,4,0,3,4,3,2,3,2,87.31,0,Under_15,1,2,2,1,Pack_30,Price,Unsure,"I need cheap, durable socks for heavy daily lifting.",Yes,Yes,No,No,No,Yes,Yes,Yes,Yes,Gym_Bag; Shaker_Bottle; Disposable_Underwear; Foot_Powder_Insert; Blister_Plasters; Muscle_Recovery_Balm,49,1,50.8
381,31,Male,50k-100k,Corporate,3,Cardio,2,No,5,Odor,0,7,0,4,4,4,4,2,3,136.71,1,25-35,3,3,4,5,Single,Convenience,Yes,I constantly forget my gym gear and need 10-minute delivery.,Yes,Yes,No,Yes,No,Yes,No,No,Yes,Disposable_Socks; Gym_Bag; Shaker_Bottle; Body_Wipes; Disposable_Underwear; Muscle_Recovery_Balm,52,3,148.8
382,30,Female,100k+,Entrepreneur,1,Pilates,2,Yes,1,Blisters,No,7,Sensitive,5,2,3,5,4,5,384.81,1,25-35,5,4,4,2,Pack_5,Eco_Friendly,No,I prefer sustainable materials and high-end aesthetics.,No,No,No,Yes,No,No,Yes,Yes,No,Disposable_Socks; Body_Wipes; Foot_Powder_Insert; Blister_Plasters,48,4,285.04
383,22,Male,Under_30k,Student,4,Yoga,2,No,3,Tightness,1,8,Sensitive,4,3,5,4,4,4,257.28,1,15-25,4,5,3,3,Pack_5,Brand,No,"I research everything and want transparent, antibacterial bamboo.",No,No,Yes,No,No,No,No,No,Yes,Disposable_Socks; Sweat_Towel; Muscle_Recovery_Balm,36,5,223.57
384,32,Male,100k+,Corporate,4,Cardio,2,Yes,4,Odor,0,5,0,3,3,4,5,2,2,232.67,1,25-35,1,2,5,5,Single,Convenience,Yes,I constantly forget my gym gear and need 10-minute delivery.,No,Yes,No,No,Yes,No,Yes,Yes,Yes,Disposable_Socks; Shaker_Bottle; Deodorant_Sticks; Foot_Powder_Insert; Blister_Plasters; Muscle_Recovery_Balm,37,4,232.09
385,20,Male,Under_30k,Student,7,Yoga,2,No,3,Tightness,1,10,Sensitive,5,2,4,3,5,5,224.83,1,25-35,3,5,3,3,Pack_5,Brand,No,"I research everything and want transparent, antibacterial bamboo.",Yes,Yes,Yes,Yes,No,Yes,No,No,No,Disposable_Socks; Gym_Bag; Shaker_Bottle; Sweat_Towel; Body_Wipes; Disposable_Underwear,4,7,313.34
386,17,Non-binary,Under_30k,Student,5,Yoga,2,Yes,2,Tightness,1,9,Sensitive,4,4,5,3,5,4,277.92,1,25-35,2,5,2,4,Pack_5,Brand,No,"I research everything and want transparent, antibacterial bamboo.",No,Yes,Yes,Yes,Yes,No,No,Yes,No,Disposable_Socks; Shaker_Bottle; Sweat_Towel; Body_Wipes; Deodorant_Sticks; Blister_Plasters,27,6,288.03
387,36,Male,100k+,Entrepreneur,3,Pilates,2,Yes,4,Blisters,No,8,Normal,5,2,3,4,5,5,333.76,1,35+,1,5,4,3,Pack_5,Eco_Friendly,No,I prefer sustainable materials and high-end aesthetics.,No,Yes,No,Yes,Yes,No,Yes,Yes,No,Disposable_Socks; Shaker_Bottle; Body_Wipes; Deodorant_Sticks; Foot_Powder_Insert; Blister_Plasters,48,1,218.52
388,31,Female,100k+,Corporate,4,Pilates,2,Yes,2,Blisters,No,7,Normal,3,2,4,4,3,5,321.21,1,25-35,3,5,5,3,Pack_5,Eco_Friendly,No,I prefer sustainable materials and high-end aesthetics.,Yes,No,No,No,No,Yes,Yes,Yes,Yes,Disposable_Socks; Gym_Bag; Disposable_Underwear; Foot_Powder_Insert; Blister_Plasters; Muscle_Recovery_Balm,39,3,260.86
389,29,Female,50k-100k,Corporate,2,Cardio,2,Yes,5,Odor,0,5,0,3,4,5,4,3,2,169.5,1,25-35,4,3,5,5,Single,Convenience,Yes,I constantly forget my gym gear and need 10-minute delivery.,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Disposable_Socks; Gym_Bag; Shaker_Bottle; Body_Wipes; Deodorant_Sticks; Disposable_Underwear; Foot_Powder_Insert; Blister_Plasters; Muscle_Recovery_Balm,50,1,124.51
390,21,Male,30k-50k,Blue_Collar,5,Weights,3,Yes,4,Blisters,0,5,0,3,5,2,2,3,1,125.81,0,Under_15,2,1,2,2,Pack_30,Price,Unsure,"I need cheap, durable socks for heavy daily lifting.",Yes,No,Yes,No,No,Yes,No,Yes,Yes,Gym_Bag; Sweat_Towel; Disposable_Underwear; Blister_Plasters; Muscle_Recovery_Balm,42,3,97.78
391,22,Female,30k-50k,Student,5,Pilates,2,No,2,Tightness,1,9,Normal,5,3,4,3,4,4,341.55,1,25-35,2,4,3,3,Pack_5,Brand,No,"I research everything and want transparent, antibacterial bamboo.",No,Yes,Yes,Yes,No,No,No,No,No,Disposable_Socks; Shaker_Bottle; Sweat_Towel; Body_Wipes,40,4,271.92
392,21,Non-binary,Under_30k,Student,4,Yoga,2,No,4,Tightness,1,9,Sensitive,5,3,5,3,5,5,240.6,1,25-35,3,5,3,3,Pack_5,Brand,No,"I research everything and want transparent, antibacterial bamboo.",Yes,No,Yes,No,Yes,No,Yes,No,Yes,Disposable_Socks; Gym_Bag; Sweat_Towel; Deodorant_Sticks; Foot_Powder_Insert; Muscle_Recovery_Balm,47,3,212.14
393,23,Female,30k-50k,Student,7,Weights,3,Yes,4,Blisters,0,5,0,3,4,2,1,5,2,81.9,0,Under_15,2,2,1,2,Pack_30,Price,Unsure,"I need cheap, durable socks for heavy daily lifting.",No,Yes,Yes,No,No,Yes,Yes,Yes,Yes,Shaker_Bottle; Sweat_Towel; Disposable_Underwear; Foot_Powder_Insert; Blister_Plasters; Muscle_Recovery_Balm,28,3,57.04
394,20,Male,30k-50k,Student,5,Weights,3,No,3,Blisters,0,5,0,4,5,3,2,3,1,98.15,0,Under_15,4,2,2,2,Pack_30,Price,Unsure,"I need cheap, durable socks for heavy daily lifting.",Yes,Yes,No,No,No,No,No,No,Yes,Gym_Bag; Shaker_Bottle; Muscle_Recovery_Balm,37,4,121.89
395,19,Male,Under_30k,Student,5,Weights,3,No,3,Blisters,0,3,0,3,3,3,1,4,2,144.88,0,Under_15,1,2,1,1,Pack_30,Price,Unsure,"I need cheap, durable socks for heavy daily lifting.",No,Yes,No,No,Yes,No,No,No,No,Shaker_Bottle; Deodorant_Sticks,32,2,84.63
396,31,Male,100k+,Entrepreneur,3,Pilates,2,Yes,2,Blisters,No,7,Sensitive,4,2,4,3,3,5,398.76,1,25-35,3,5,3,2,Pack_5,Eco_Friendly,No,I prefer sustainable materials and high-end aesthetics.,Yes,Yes,Yes,No,No,No,Yes,Yes,Yes,Disposable_Socks; Gym_Bag; Shaker_Bottle; Sweat_Towel; Foot_Powder_Insert; Blister_Plasters; Muscle_Recovery_Balm,52,3,299.39
397,22,Male,Under_30k,Student,5,Weights,3,No,4,Blisters,0,5,0,4,5,3,2,4,2,66.72,0,Under_15,3,2,1,3,Pack_30,Price,Unsure,"I need cheap, durable socks for heavy daily lifting.",Yes,Yes,No,No,Yes,No,Yes,Yes,No,Gym_Bag; Shaker_Bottle; Deodorant_Sticks; Foot_Powder_Insert; Blister_Plasters,41,4,50.07
